,year,state_name,Commodity,crop_type,cul_cost_c2,derived_yield,mat_lab_input_seed,mat_lab_input_fertilizer,mat_lab_input_manure,seed_rate_per_unit,fert_rate_per_unit,manure_rate_per_unit,total_human_hours,total_labor_cost,total_operational_cost,total_fixed_cost,Unnamed: 0
2224,1997,Rajasthan,cotton,Fiber Crops,11908.75,8.61,13.62,80.42,8.36,23.8,9.75,20.14,0.0,5324.320000000001,5426.72,3563.58,2074.0
2225,1997,Rajasthan,chickpea,Pulses,5983.46,7.46,54.18,4.13,0.0,14.89,15.65,0.0,0.0,2726.94,2785.2499999999995,2231.76,2075.0
2226,1997,Rajasthan,maize,Cereals,10839.15,16.8,30.72,63.34,27.38,5.53,10.15,26.41,0.0,6661.66,6783.1,2478.92,2076.0
2227,1997,Uttar Pradesh,rice,Cereals,11596.48,31.91,0.0,100.82,5.94,0.0,9.66,13.41,0.0,5193.81,5300.569999999999,4027.43,2077.0
2228,1997,Uttar Pradesh,pigeonpeas,Pulses,9304.83,8.21,15.03,2.65,0.76,18.02,8.15,31.14,0.0,3755.83,3774.27,5134.21,2078.0
2229,1997,Uttar Pradesh,blackgram,Pulses,5247.31,3.82,12.38,1.38,0.02,14.62,8.42,15.0,0.0,3060.89,3074.67,1915.36,2079.0
2230,1997,Uttar Pradesh,chickpea,Pulses,7668.07,10.02,76.73,10.26,1.42,13.72,13.92,12.1,0.0,2416.58,2504.99,3815.2,2080.0
2231,1997,Uttar Pradesh,maize,Cereals,8181.64,13.67,18.31,50.74,26.07,7.7,8.84,11.06,0.0,4749.0,4844.12,2309.48,2081.0
2232,1997,Uttar Pradesh,wheat,Cereals,13343.91,30.62,137.4,142.03,9.5,6.2,10.64,14.44,0.0,4731.750000000001,5020.68,5125.7,2082.0
2233,1997,Bihar,jute,Fiber Crops,6910.17,16.87,6.63,50.92,0.0,48.58,9.32,0.0,0.0,2666.27,2723.82,3368.99,2083.0
2234,1997,Bihar,chickpea,Pulses,8203.18,6.88,70.5,35.46,0.0,15.54,14.98,0.0,0.0,2895.3300000000004,3001.2900000000004,3478.46,2084.0
2235,1997,Bihar,wheat,Cereals,10711.04,20.3,111.42,129.09,4.3,6.68,11.65,15.71,0.0,3697.08,3941.890000000001,3762.89,2085.0
2236,1997,Bihar,maize,Cereals,8679.3,18.4,21.3,98.27,7.17,19.75,11.7,18.41,0.0,3744.9,3871.64,2834.63,2086.0
2237,1997,Bihar,potato,Vegetable,23646.67,94.7,1728.06,160.28,19.01,5.14,11.21,15.01,0.0,7089.339999999999,8996.69,4770.26,2087.0
2238,1997,Bihar,rice,Cereals,9770.8,22.61,61.96,80.07,1.64,10.13,10.46,13.68,0.0,4429.97,4573.64,3688.3,2088.0
2239,1997,Assam,rice,Cereals,9502.5,22.01,67.89,2.65,2.78,6.5,11.27,25.6,0.0,5506.4800000000005,5579.8,3358.380000000001,2089.0
2240,1997,Assam,jute,Fiber Crops,10904.04,16.63,9.74,11.7,13.11,36.13,9.65,22.89,0.0,7322.06,7356.61,2648.6,2090.0
2241,1997,West Bengal,jute,Fiber Crops,16550.15,24.61,7.72,53.35,16.36,41.64,10.72,12.72,0.0,10195.73,10273.16,4608.900000000001,2091.0
2242,1997,West Bengal,rice,Cereals,18644.13,36.03,75.71,92.71,34.78,6.93,11.37,13.15,0.0,8905.44,9108.64,6094.900000000001,2092.0
2243,1997,West Bengal,potato,Vegetable,45558.13,210.96,2134.69,589.98,91.64,3.15,11.73,13.66,0.0,14378.94,17195.249999999996,12104.52,2093.0
2244,1997,Odisha,jute,Fiber Crops,12579.38,20.18,8.2,37.15,18.44,30.24,9.03,16.29,0.0,7338.72,7402.509999999999,4173.58,2094.0
2245,1997,Odisha,pigeonpeas,Pulses,5890.54,4.72,22.14,0.35,0.21,17.89,8.7,20.0,0.0,3087.31,3110.01,2336.23,2095.0
2246,1997,Odisha,niger seed,Oilseeds,3712.17,3.46,11.52,0.0,4.44,14.18,0.0,12.0,0.0,2025.77,2041.73,1429.25,2096.0
2247,1997,Odisha,blackgram,Pulses,4353.23,4.06,31.49,1.01,0.99,15.89,12.98,19.34,0.0,2015.03,2048.52,1653.84,2097.0
2248,1997,Odisha,rice,Cereals,11646.28,28.52,93.94,59.04,29.26,4.95,10.72,16.85,0.0,5866.900000000001,6049.14,3972.24,2098.0
2249,1997,Odisha,mungbean,Pulses,4066.18,2.31,28.85,0.64,0.04,19.74,14.13,19.27,0.0,2124.65,2154.18,1302.54,2099.0
2250,1997,Madhya Pradesh,wheat,Cereals,9365.52,16.7,117.18,91.6,0.26,6.92,11.07,16.81,0.0,3145.65,3354.69,3717.28,2100.0
2251,1997,Madhya Pradesh,sorghum,Cereals,7296.05,10.35,16.15,46.98,5.42,8.21,11.43,35.33,0.0,3704.29,3772.84,2643.86,2101.0
2252,1997,Madhya Pradesh,rice,Cereals,10306.98,20.22,99.17,74.46,13.16,5.4,10.01,31.63,0.0,4644.08,4830.87,3613.79,2102.0
2253,1997,Madhya Pradesh,maize,Cereals,6682.38,11.29,19.65,31.46,3.05,6.45,10.16,36.77,0.0,3805.07,3859.230000000001,2235.19,2103.0
2254,1997,Madhya Pradesh,cotton,Fiber Crops,10044.34,6.14,9.17,50.19,2.17,86.82,11.08,30.0,0.0,4370.54,4432.07,3488.28,2104.0
2255,1997,Madhya Pradesh,blackgram,Pulses,5801.5,5.07,23.3,17.82,2.23,16.99,12.63,30.09,0.0,3019.57,3062.9200000000005,1901.35,2105.0
2256,1997,Madhya Pradesh,pigeonpeas,Pulses,8050.9,6.23,21.39,11.35,15.52,16.0,13.06,18.9,0.0,3457.41,3505.67,3674.9,2106.0
2257,1997,Madhya Pradesh,chickpea,Pulses,8497.87,9.21,86.34,32.68,0.0,13.46,13.47,0.0,0.0,2843.6,2962.62,3580.77,2107.0
2258,1997,Gujarat,pigeonpeas,Pulses,8778.16,6.14,10.39,54.74,31.63,19.62,9.11,10.0,0.0,4395.650000000001,4492.410000000001,2630.6000000000004,2108.0
2259,1997,Gujarat,cotton,Fiber Crops,15629.77,11.2,7.55,89.69,39.05,76.66,10.72,14.82,0.0,6308.39,6444.68,4989.65,2109.0
2260,1997,Gujarat,wheat,Cereals,13171.82,30.18,141.83,133.09,1.46,7.76,10.8,13.61,0.0,4573.96,4850.34,3674.5,2110.0
2261,1997,Maharashtra,blackgram,Pulses,5199.2,3.89,14.53,27.21,2.56,25.91,13.53,27.29,0.0,2994.88,3039.18,1267.04,2111.0
2262,1997,Maharashtra,sorghum,Cereals,6853.51,9.83,10.67,40.61,3.97,20.09,11.04,24.02,0.0,3802.02,3857.27,2124.67,2112.0
2263,1997,Maharashtra,pigeonpeas,Pulses,6567.87,4.74,15.23,15.44,2.67,20.99,12.54,26.84,0.0,2883.91,2917.25,2952.9,2113.0
2264,1997,Maharashtra,mungbean,Pulses,4870.59,3.14,15.37,24.99,2.89,22.36,14.03,25.97,0.0,2678.6000000000004,2721.85,1323.5,2114.0
2265,1997,Andhra Pradesh,blackgram,Pulses,5725.33,4.09,26.34,12.28,10.73,16.85,11.39,14.88,0.0,2569.91,2619.26,1908.57,2115.0
2266,1997,Andhra Pradesh,cotton,Fiber Crops,24518.52,12.24,2.68,207.86,13.07,524.73,11.77,22.82,0.0,7756.289999999999,7979.899999999999,9120.75,2116.0
2267,1997,Andhra Pradesh,rice,Cereals,21040.03,43.83,77.31,188.82,39.62,7.77,11.0,14.13,0.0,8939.66,9245.41,7148.52,2117.0
2268,1997,Andhra Pradesh,mungbean,Pulses,6518.75,3.62,18.37,30.19,28.07,20.81,10.71,12.01,0.0,3067.53,3144.1600000000003,1942.98,2118.0
2269,1997,Andhra Pradesh,sorghum,Cereals,6642.22,6.56,11.08,49.36,20.67,14.77,11.58,10.11,0.0,3750.72,3831.83,1790.31,2119.0
2270,1997,Karnataka,sorghum,Cereals,4243.6,5.32,7.81,42.6,7.79,13.99,12.18,21.08,0.0,2061.75,2119.95,1307.29,2120.0
2271,1997,Karnataka,maize,Cereals,8124.23,20.58,15.26,118.21,10.1,32.03,10.45,24.05,0.0,3189.91,3333.48,2793.23,2121.0
2272,1997,Karnataka,cotton,Fiber Crops,7863.52,4.64,8.29,76.19,14.46,43.16,11.3,11.48,0.0,3111.7,3210.64,2797.78,2122.0
2273,1997,Kerala,rice,Cereals,21194.29,28.89,0.0,119.62,19.11,0.0,10.66,56.66,0.0,13095.81,13234.54,4130.610000000001,2123.0
2274,1997,Tamil Nadu,sorghum,Cereals,5833.95,6.67,19.83,5.99,7.85,7.92,9.24,20.16,0.0,3435.55,3469.22,1896.19,2124.0
2275,1998,Himachal Pradesh,maize,Cereals,7488.85,11.28,32.47,34.28,48.01,5.44,8.09,14.22,0.0,4008.400000000001,4123.160000000001,2265.86,2125.0
2276,1998,Himachal Pradesh,potato,Vegetable,31630.92,87.53,1963.72,114.91,93.58,5.18,13.61,18.87,0.0,7619.679999999999,9791.89,10015.95,2126.0
2277,1998,Punjab,rice,Cereals,19126.17,46.45,0.0,174.17,56.34,0.0,9.62,3.64,0.0,5904.58,6135.09,8397.13,2127.0
2278,1998,Punjab,wheat,Cereals,19479.22,42.46,112.44,212.26,3.31,7.02,10.19,3.18,0.0,5140.519999999999,5468.529999999999,10317.990000000002,2128.0
2279,1998,Punjab,cotton,Fiber Crops,15459.22,4.56,16.36,57.54,1.11,24.5,8.81,3.0,0.0,6544.76,6619.77,4660.77,2129.0
2280,1998,Haryana,cotton,Fiber Crops,15700.3,7.42,13.06,56.92,1.04,31.16,10.84,8.14,0.0,6618.009999999999,6689.03,5670.99,2130.0
2281,1998,Haryana,rice,Cereals,19559.69,35.86,0.0,167.5,30.48,0.0,10.06,6.13,0.0,7351.94,7549.919999999999,7197.58,2131.0
2282,1998,Haryana,chickpea,Pulses,7920.37,8.67,43.73,4.38,0.0,14.74,15.3,0.0,0.0,3003.1799999999994,3051.2899999999995,3990.2,2132.0
2283,1998,Haryana,wheat,Cereals,17275.76,40.5,119.56,175.21,0.0,7.15,10.14,0.0,0.0,5340.44,5635.21,8001.709999999999,2133.0
2284,1998,Rajasthan,wheat,Cereals,14633.75,29.75,146.77,97.25,9.78,7.21,11.14,20.18,0.0,6224.13,6477.93,4725.01,2134.0
2285,1998,Rajasthan,barley,Cereals,11562.24,20.93,136.3,26.22,7.14,5.55,10.83,20.0,0.0,5633.639999999999,5803.3,3391.2,2135.0
2286,1998,Rajasthan,chickpea,Pulses,5095.54,5.83,53.96,1.7,0.0,15.23,14.72,0.0,0.0,2358.78,2414.44,1764.9300000000003,2136.0
2287,1998,Rajasthan,maize,Cereals,10269.7,10.74,31.24,32.9,27.67,4.81,11.3,34.56,0.0,5984.540000000001,6076.35,2531.1800000000003,2137.0
2288,1998,Uttar Pradesh,rice,Cereals,11988.31,30.18,0.0,108.06,6.86,0.0,9.76,13.79,0.0,5241.06,5355.9800000000005,4240.65,2138.0
2289,1998,Uttar Pradesh,potato,Vegetable,37130.27,185.08,2635.81,264.98,45.46,6.2,11.34,20.51,0.0,7838.839999999999,10785.089999999998,7447.1,2139.0
2290,1998,Uttar Pradesh,barley,Cereals,11689.48,26.99,118.45,62.24,0.0,5.5,10.89,0.0,0.0,4820.349999999999,5001.039999999999,4630.75,2140.0
2291,1998,Uttar Pradesh,wheat,Cereals,14338.14,31.43,138.09,136.77,5.81,6.92,10.84,16.34,0.0,5024.27,5304.9400000000005,5618.88,2141.0
2292,1998,Uttar Pradesh,chickpea,Pulses,8698.69,11.15,94.89,6.64,0.09,14.17,15.42,18.39,0.0,2925.3500000000004,3026.9700000000003,4032.96,2142.0
2293,1998,Uttar Pradesh,maize,Cereals,8409.06,11.39,17.94,40.58,20.59,7.46,9.01,16.05,0.0,4671.160000000001,4750.27,2658.2,2143.0
2294,1998,Uttar Pradesh,pigeonpeas,Pulses,9595.83,9.26,15.96,6.75,2.43,18.84,8.54,12.6,0.0,3639.0900000000006,3664.230000000001,5446.93,2144.0
2295,1998,Uttar Pradesh,blackgram,Pulses,5205.81,2.7,14.05,0.11,0.0,16.34,8.48,0.0,0.0,3011.89,3026.05,1865.07,2145.0
2296,1998,Bihar,maize,Cereals,10187.71,20.76,19.92,126.28,2.83,23.16,12.11,24.06,0.0,4307.87,4456.9,3100.35,2146.0
2297,1998,Bihar,potato,Vegetable,28178.63,116.13,1713.77,153.65,10.67,6.58,13.2,143.16,0.0,5937.16,7815.25,5685.06,2147.0
2298,1998,Bihar,chickpea,Pulses,8807.87,7.33,70.22,39.01,0.0,17.53,14.87,0.0,0.0,3011.98,3121.21,3668.33,2148.0
2299,1998,Bihar,rice,Cereals,10405.88,23.79,65.26,76.57,2.06,11.31,9.91,11.74,0.0,4901.200000000001,5045.090000000001,3805.89,2149.0
2300,1998,Bihar,jute,Fiber Crops,7145.05,16.69,7.08,49.35,0.47,57.41,9.72,15.0,0.0,2977.7,3034.5999999999995,3181.4700000000003,2150.0
2301,1998,Bihar,wheat,Cereals,11736.08,21.47,120.95,141.15,4.25,7.17,12.06,17.23,0.0,4134.349999999999,4400.699999999999,3961.84,2151.0
2302,1998,Assam,jute,Fiber Crops,12673.25,16.48,9.14,14.21,18.74,34.63,10.17,30.64,0.0,8154.519999999999,8196.61,3299.28,2152.0
2303,1998,Assam,rice,Cereals,9970.23,21.91,69.76,3.69,3.91,6.75,13.3,26.61,0.0,5656.279999999999,5733.639999999999,3585.61,2153.0
2304,1998,West Bengal,potato,Vegetable,56224.86,235.02,2141.46,577.87,66.25,7.29,12.12,13.7,0.0,15647.82,18433.4,12323.810000000003,2154.0
2305,1998,West Bengal,rice,Cereals,20945.81,36.05,76.13,98.24,37.8,8.26,11.73,16.61,0.0,9836.68,10048.85,7089.859999999999,2155.0
2306,1998,West Bengal,jute,Fiber Crops,17371.24,21.2,7.5,37.84,13.24,46.92,10.8,16.57,0.0,10513.82,10572.4,5381.96,2156.0
2307,1998,Odisha,blackgram,Pulses,4521.15,3.69,30.84,1.02,0.6,17.06,13.74,19.91,0.0,2196.55,2229.01,1726.77,2157.0
2308,1998,Odisha,pigeonpeas,Pulses,5383.26,3.83,22.5,0.0,0.0,17.49,0.0,0.0,0.0,2908.0,2930.5,2009.64,2158.0
2309,1998,Odisha,mungbean,Pulses,4515.65,2.6,29.32,0.3,0.0,21.57,12.95,0.0,0.0,2201.82,2231.4400000000005,1611.83,2159.0
2310,1998,Odisha,niger seed,Oilseeds,4497.7,4.6,11.32,0.0,4.44,15.39,0.0,15.0,0.0,2347.37,2363.13,1861.29,2160.0
2311,1998,Odisha,jute,Fiber Crops,15597.5,19.06,8.04,40.08,24.37,22.3,8.92,18.25,0.0,9232.6,9305.090000000002,5155.84,2161.0
2312,1998,Madhya Pradesh,chickpea,Pulses,8612.54,9.85,85.98,30.9,0.0,14.14,13.12,0.0,0.0,3024.55,3141.4300000000003,3425.69,2162.0
2313,1998,Madhya Pradesh,rice,Cereals,11119.11,19.19,103.52,67.9,12.75,6.1,10.12,38.28,0.0,5142.41,5326.58,3764.21,2163.0
2314,1998,Madhya Pradesh,maize,Cereals,7837.19,11.36,23.48,50.4,5.49,6.73,11.03,41.93,0.0,4330.849999999999,4410.219999999998,2450.53,2164.0
2315,1998,Madhya Pradesh,wheat,Cereals,10260.22,18.26,117.33,79.87,0.03,7.29,11.17,53.62,0.0,3575.1599999999994,3772.39,4101.2300000000005,2165.0
2316,1998,Madhya Pradesh,sorghum,Cereals,7482.24,11.33,15.71,32.66,1.05,14.26,11.11,30.5,0.0,3787.81,3837.230000000001,2934.42,2166.0
2317,1998,Madhya Pradesh,pigeonpeas,Pulses,7227.16,7.19,18.51,18.63,0.8,19.61,12.4,50.0,0.0,3116.6,3154.5400000000004,3371.5200000000004,2167.0
2318,1998,Madhya Pradesh,blackgram,Pulses,5317.87,3.35,21.41,10.17,1.89,15.76,13.6,36.28,0.0,2937.92,2971.39,1747.4899999999998,2168.0
2319,1998,Gujarat,wheat,Cereals,13721.98,30.69,142.84,137.11,1.58,8.42,10.86,11.63,0.0,5065.56,5347.089999999999,3707.11,2169.0
2320,1998,Gujarat,pigeonpeas,Pulses,9161.72,8.31,11.97,39.75,11.98,23.87,9.31,10.38,0.0,4410.14,4473.84,3094.53,2170.0
2321,1998,Gujarat,cotton,Fiber Crops,15540.83,10.93,6.98,90.62,41.08,89.09,10.77,15.92,0.0,6700.93,6839.61,4713.2300000000005,2171.0
2322,1998,Maharashtra,pigeonpeas,Pulses,7626.0,8.54,16.18,16.34,1.19,24.1,13.4,24.09,0.0,3165.2,3198.91,3692.06,2172.0
2323,1998,Maharashtra,mungbean,Pulses,6648.56,5.62,16.65,27.89,5.45,24.35,13.23,29.52,0.0,3598.69,3648.68,1974.93,2173.0
2324,1998,Maharashtra,sorghum,Cereals,7841.21,11.06,10.48,49.38,3.56,22.49,11.11,26.91,0.0,4151.150000000001,4214.570000000001,2582.58,2174.0
2325,1998,Andhra Pradesh,mungbean,Pulses,5947.44,3.37,17.68,6.34,14.46,18.86,12.44,16.47,0.0,3140.3499999999995,3178.8299999999995,1870.41,2175.0
2326,1998,Andhra Pradesh,blackgram,Pulses,6225.58,6.14,25.6,1.5,1.61,16.72,10.82,20.94,0.0,2333.31,2362.02,2914.7300000000005,2176.0
2327,1998,Andhra Pradesh,rice,Cereals,22797.12,48.55,77.94,185.32,46.87,8.14,11.29,12.82,0.0,9280.91,9591.04,8642.99,2177.0
2328,1998,Andhra Pradesh,maize,Cereals,13063.03,31.17,18.26,100.18,4.23,40.21,13.74,27.21,0.0,5670.7,5793.37,4824.86,2178.0
2329,1998,Karnataka,maize,Cereals,9273.1,23.58,16.39,99.17,12.19,35.64,11.59,35.63,0.0,3771.900000000001,3899.650000000001,3085.32,2179.0
2330,1998,Karnataka,cotton,Fiber Crops,9659.85,5.09,7.68,60.19,15.85,69.34,12.32,19.97,0.0,4169.579999999999,4253.299999999999,3005.51,2180.0
2331,1998,Karnataka,sorghum,Cereals,5555.29,7.12,8.07,43.72,12.36,13.9,12.6,23.44,0.0,2654.4,2718.55,1816.59,2181.0
2332,1998,Kerala,rice,Cereals,23113.02,30.32,0.0,106.35,20.56,0.0,12.61,60.39,0.0,13949.31,14076.22,4864.330000000001,2182.0
2333,1998,Tamil Nadu,cotton,Fiber Crops,23357.91,10.04,10.19,125.46,61.34,54.26,12.51,10.03,0.0,11668.61,11865.6,6556.98,2183.0
2334,1998,Tamil Nadu,pigeonpeas,Pulses,11745.3,6.5,15.8,18.28,17.05,19.06,8.75,25.0,0.0,5773.13,5824.26,4767.63,2184.0
2335,1998,Tamil Nadu,rice,Cereals,24174.01,47.88,0.0,192.83,27.26,0.0,10.97,15.83,0.0,11783.15,12003.24,6536.820000000001,2185.0
2336,1998,Tamil Nadu,sorghum,Cereals,6185.89,8.34,21.87,7.98,14.92,10.16,11.29,13.06,0.0,3622.83,3667.6,1897.44,2186.0
2337,1999,Himachal Pradesh,maize,Cereals,9385.32,13.41,30.74,37.99,45.63,6.51,9.18,20.62,0.0,4590.009999999999,4704.369999999999,3225.89,2187.0
2338,1999,Himachal Pradesh,potato,Vegetable,31831.02,84.37,1816.16,146.27,82.15,6.21,11.88,21.91,0.0,7844.070000000001,9888.65,8610.189999999999,2188.0
2339,1999,Himachal Pradesh,wheat,Cereals,10261.87,10.3,124.74,54.7,40.39,6.8,9.2,19.4,0.0,4318.16,4537.99,3700.59,2189.0
2340,1999,Punjab,wheat,Cereals,21312.13,48.34,105.71,217.84,6.9,7.0,10.64,4.25,0.0,5651.950000000001,5982.400000000001,11312.07,2190.0
2341,1999,Punjab,rice,Cereals,21119.44,54.62,0.0,194.34,35.18,0.0,10.51,4.64,0.0,6079.370000000001,6308.890000000001,9704.01,2191.0
2342,1999,Punjab,cotton,Fiber Crops,22073.56,8.83,16.62,59.21,1.04,31.99,11.3,4.0,0.0,8864.34,8941.210000000001,6774.11,2192.0
2343,1999,Haryana,cotton,Fiber Crops,19616.09,13.69,12.1,66.58,0.62,32.64,10.33,7.35,0.0,9352.01,9431.31,7504.91,2193.0
2344,1999,Haryana,rice,Cereals,21423.53,36.85,0.0,179.83,2.02,0.0,10.94,13.78,0.0,7608.040000000001,7789.890000000001,8227.72,2194.0
2345,1999,Haryana,wheat,Cereals,20446.1,44.79,123.26,190.18,0.0,7.77,10.14,0.0,0.0,5930.88,6244.320000000001,9871.830000000002,2195.0
2346,1999,Rajasthan,cotton,Fiber Crops,15584.36,10.73,15.33,134.81,23.37,29.19,10.68,25.9,0.0,6151.25,6324.76,4931.719999999999,2196.0
2347,1999,Rajasthan,blackgram,Pulses,5884.41,2.76,22.23,2.63,0.0,17.41,14.06,0.0,0.0,3657.81,3682.67,1752.14,2197.0
2348,1999,Rajasthan,sorghum,Cereals,5159.2,2.37,37.16,6.04,0.0,11.51,11.49,0.0,0.0,2925.27,2968.47,1679.7400000000002,2198.0
2349,1999,Rajasthan,maize,Cereals,11638.45,10.77,32.17,42.74,16.7,6.05,10.95,28.97,0.0,6879.52,6971.129999999999,3263.5,2199.0
2350,1999,Rajasthan,mungbean,Pulses,5112.99,1.8,16.02,1.86,0.53,27.27,13.65,30.0,0.0,3297.8299999999995,3316.24,1253.9,2200.0
2351,1999,Rajasthan,chickpea,Pulses,7315.09,5.13,51.8,14.12,0.0,14.0,14.99,0.0,0.0,2945.1900000000005,3011.1100000000006,2751.3,2201.0
2352,1999,Rajasthan,barley,Cereals,14820.54,20.92,129.44,75.62,10.08,7.2,11.76,20.0,0.0,6537.06,6752.2,4796.8,2202.0
2353,1999,Rajasthan,wheat,Cereals,17607.57,31.13,145.27,115.43,8.75,8.85,11.1,23.0,0.0,7009.599999999999,7279.05,6198.279999999999,2203.0
2354,1999,Uttar Pradesh,wheat,Cereals,16437.02,33.52,144.24,147.75,3.1,8.01,10.9,17.26,0.0,5574.88,5869.97,6579.640000000001,2204.0
2355,1999,Uttar Pradesh,pigeonpeas,Pulses,12677.3,10.96,16.52,3.64,0.01,22.06,8.88,20.0,0.0,4586.06,4606.230000000001,7562.64,2205.0
2356,1999,Uttar Pradesh,potato,Vegetable,31222.03,183.36,2554.67,253.88,22.19,3.15,11.55,15.62,0.0,10266.83,13097.57,7637.629999999999,2206.0
2357,1999,Uttar Pradesh,maize,Cereals,10567.53,15.66,19.58,73.58,7.49,12.45,9.52,20.38,0.0,5667.91,5768.56,3599.04,2207.0
2358,1999,Uttar Pradesh,lentil,Pulses,10332.11,9.23,40.48,6.03,0.99,16.31,12.42,10.0,0.0,4134.960000000001,4182.46,5238.969999999999,2208.0
2359,1999,Uttar Pradesh,barley,Cereals,13446.64,27.86,115.16,75.02,0.62,6.48,10.91,15.2,0.0,5215.4,5406.2,5694.880000000001,2209.0
2360,1999,Uttar Pradesh,rice,Cereals,14474.57,33.46,0.0,114.83,5.19,0.0,10.09,16.47,0.0,6253.969999999999,6373.989999999999,5282.33,2210.0
2361,1999,Bihar,lentil,Pulses,8193.58,8.5,36.23,12.42,0.97,13.64,13.65,15.0,0.0,3042.2300000000005,3091.8500000000004,4391.89,2211.0
2362,1999,Bihar,potato,Vegetable,29917.2,116.21,1648.27,180.73,60.8,4.27,12.83,23.36,0.0,7931.400000000001,9821.2,10229.890000000005,2212.0
2363,1999,Bihar,maize,Cereals,11732.65,22.22,21.91,142.39,4.14,29.72,13.32,24.89,0.0,4913.37,5081.81,3310.29,2213.0
2364,1999,Bihar,rice,Cereals,11390.58,23.52,60.77,76.56,3.22,11.86,10.15,9.97,0.0,5729.599999999999,5870.150000000001,3940.76,2214.0
2365,1999,Bihar,chickpea,Pulses,8015.71,8.18,71.25,27.02,0.14,16.77,14.41,5.0,0.0,2716.94,2815.35,3566.9500000000003,2215.0
2366,1999,Bihar,wheat,Cereals,13361.27,24.89,114.36,132.69,0.52,8.15,12.02,16.93,0.0,4698.2,4945.77,4946.87,2216.0
2367,1999,Assam,rice,Cereals,12135.06,24.9,70.56,9.85,4.54,8.03,13.17,32.49,0.0,7004.370000000001,7089.3200000000015,4101.72,2217.0
2368,1999,Assam,jute,Fiber Crops,14644.95,19.04,8.63,22.47,12.86,57.07,13.24,33.32,0.0,9495.52,9539.479999999998,3716.17,2218.0
2369,1999,West Bengal,rice,Cereals,20398.64,34.8,72.4,100.78,27.71,10.11,12.03,19.33,0.0,10300.96,10501.85,6278.24,2219.0
2370,1999,West Bengal,jute,Fiber Crops,18691.93,22.25,7.27,65.11,11.48,52.97,12.54,30.78,0.0,10208.38,10292.24,6159.009999999999,2220.0
2371,1999,West Bengal,potato,Vegetable,48685.68,212.38,1559.55,473.96,41.08,7.25,11.94,25.77,0.0,16016.48,18091.07,10130.72,2221.0
2372,1999,Odisha,blackgram,Pulses,5658.08,4.02,32.82,0.27,0.7,19.75,16.57,18.75,0.0,2444.67,2478.46,2484.9300000000003,2222.0
2373,1999,Odisha,jute,Fiber Crops,14937.08,17.77,7.88,42.69,24.23,33.03,9.19,24.12,0.0,8973.84,9048.64,4518.87,2223.0
2374,1999,Odisha,pigeonpeas,Pulses,5439.03,4.27,22.83,0.98,0.19,16.67,11.32,30.0,0.0,2808.88,2832.88,2165.8,2224.0
2375,1999,Odisha,mungbean,Pulses,5707.9,3.2,28.08,1.29,0.73,22.44,15.44,25.89,0.0,2843.94,2874.04,2128.1400000000003,2225.0
2376,1999,Odisha,niger seed,Oilseeds,5246.67,4.39,10.34,0.0,0.0,15.06,0.0,0.0,0.0,3386.61,3396.9500000000003,1648.16,2226.0
2377,1999,Odisha,rice,Cereals,14605.12,25.02,89.76,85.99,24.22,6.24,11.35,21.31,0.0,7349.72,7549.69,4816.54,2227.0
2378,1999,Madhya Pradesh,rice,Cereals,11498.59,20.04,100.14,54.25,13.95,6.35,10.85,29.91,0.0,4872.4,5040.74,4727.38,2228.0
2379,1999,Madhya Pradesh,maize,Cereals,7204.54,9.69,21.09,50.44,0.0,15.47,10.73,0.0,0.0,3513.9700000000003,3585.5000000000005,2722.71,2229.0
2380,1999,Madhya Pradesh,wheat,Cereals,12259.3,19.85,121.58,84.01,0.26,8.09,11.87,50.06,0.0,3827.18,4033.0300000000007,5310.1900000000005,2230.0
2381,1999,Madhya Pradesh,lentil,Pulses,8844.64,8.94,59.83,28.46,0.0,14.91,13.52,0.0,0.0,2800.49,2888.78,4598.96,2231.0
2382,1999,Madhya Pradesh,sorghum,Cereals,6306.24,9.0,14.06,14.96,0.49,10.56,10.15,39.17,0.0,3387.74,3417.25,2510.38,2232.0
2383,1999,Madhya Pradesh,pigeonpeas,Pulses,7800.53,6.82,19.2,8.52,9.89,18.91,10.46,33.0,0.0,3224.8,3262.41,3666.19,2233.0
2384,1999,Madhya Pradesh,chickpea,Pulses,9224.8,9.38,86.56,26.41,0.0,13.87,13.68,0.0,0.0,2850.1,2963.07,4350.610000000001,2234.0
2385,1999,Madhya Pradesh,cotton,Fiber Crops,10587.29,4.54,4.62,91.21,0.0,107.52,11.1,0.0,0.0,5133.420000000001,5229.250000000001,3254.3100000000004,2235.0
2386,1999,Madhya Pradesh,blackgram,Pulses,5480.99,3.17,22.53,8.18,9.8,18.52,12.99,20.32,0.0,2617.32,2657.8300000000004,2064.83,2236.0
2387,1999,Gujarat,pigeonpeas,Pulses,12667.06,11.9,13.72,44.77,24.57,23.53,11.25,14.64,0.0,4965.17,5048.2300000000005,5261.3,2237.0
2388,1999,Gujarat,cotton,Fiber Crops,14611.9,7.53,6.08,81.42,39.26,170.46,11.34,14.81,0.0,6073.459999999999,6200.219999999999,3752.150000000001,2238.0
2389,1999,Maharashtra,pigeonpeas,Pulses,8531.66,9.01,14.29,22.19,2.34,22.87,13.12,44.5,0.0,3417.0399999999995,3455.86,4116.6900000000005,2239.0
